training_code,trainer_username,username,Max Marks [10]
UI-074,Kevin Stewart,Michael King,3.25
DE-092,Jeremy Medina,Michael King,4.0
UI-049,Brandy Bullock,Michael King,8.0
ST-070,Elizabeth Blake MD,Michael Kramer,8.25
FS-088,Thomas Howe,Michael Mack,3.75
DE-086,Jonathan Stone,Michael Mack,3.25
ST-038,Joan Armstrong,Michael Mack,6.5
ST-022,Cassandra Ortega,Michael Mitchell,2.5
ST-046,Renee Smith,Michael Mitchell,5.0
FS-067,Ronald Tanner,Michael Mitchell,3.5
ST-091,David Flores,Michael Schmitt,2.25
FS-066,Jared Ortiz,Michael Walters,5.25
UI-024,Cathy Francis,Michael Walters,8.75
FS-042,Cassandra Fuentes,Michael Walters,5.75
DS-018,Amanda Goodman,Michael Walters,5.75
FS-019,Mary Ortiz,Michael Williamson,3.5
ST-094,Debra Martinez,Michael Williamson,5.5
FS-078,George Benjamin,Michael Wood,3.25
DE-048,Jared Williamson,Michael Wood,5.0
ST-014,Alyssa Gibson,Michele Walker,7.0
ST-072,Paul Andersen,Michelle Brown,3.25
ST-046,Renee Smith,Michelle Faulkner,3.75
FS-051,Jared Ortiz,Michelle Faulkner,6.5
ST-072,Paul Andersen,Michelle Faulkner,4.75
ST-008,Marc Martinez,Michelle Johnson,6.5
ST-070,Elizabeth Blake MD,Michelle Johnson,5.25
DS-054,Carrie Mathis,Michelle Johnson,2.0
DS-037,Edward Smith,Michelle Johnson,5.0
DS-030,Steve Lopez,Michelle Lewis,6.75
UI-055,Charles Smith,Michelle Lewis,4.75
FS-066,Jared Ortiz,Michelle Robinson,5.5
DE-082,Rhonda Miller,Michelle Robinson,3.0
FS-016,Christopher Bass,Michelle Shepard,4.25
DE-086,Jonathan Stone,Michelle Soto,2.5
FS-026,Teresa Bentley,Michelle Soto,4.0
ST-027,Kevin Holt,Michelle Soto,6.5
DE-006,Keith Roberson,Michelle Vasquez,4.75
ST-008,Marc Martinez,Michelle Vasquez,6.0
DS-033,Steven Todd,Miguel Acevedo,3.25
UI-015,Jeremy Medina,Miguel Acevedo,3.0
FS-100,Nicholas Lewis,Mike Nunez,5.25
UI-039,Leslie Holland,Mike Nunez,6.75
DE-086,Jonathan Stone,Miranda Moore,4.75
ST-014,Alyssa Gibson,Miss Julie Lopez MD,5.0
UI-077,Kelly Rodriguez Jr.,Miss Lauren Miranda,3.0
FS-021,Juan Coleman,Miss Lauren Miranda,6.0
FS-061,Megan Simpson,Miss Lauren Miranda,4.25
FS-067,Ronald Tanner,Miss Lauren Miranda,6.0
UI-049,Brandy Bullock,Misty Hahn,5.5
UI-099,Thomas Matthews,Misty Hahn,7.0
ST-091,David Flores,Misty Hahn,8.5
FS-062,Megan Simpson,Misty Hahn,3.0
DE-097,Lisa Jackson,Misty Hahn,6.5
ST-013,Peter Rowland,Misty Hahn,5.5
DE-086,Jonathan Stone,Misty Hahn,5.75
DE-029,Steven Estes,Mitchell Dyer,2.75
DS-098,Katie Davidson,Mitchell Dyer,2.5
UI-093,Christine Marshall,Mitchell Dyer,3.75
DE-006,Keith Roberson,Monique Barnes,4.75
ST-014,Alyssa Gibson,Monique Barnes,2.75
FS-040,Daniel Hopkins,Monique Barnes,2.25
FS-051,Jared Ortiz,Monique Barnes,5.75
DS-030,Steve Lopez,Morgan Pratt,7.0
FS-062,Megan Simpson,Morgan Pratt,3.0
DE-029,Steven Estes,Morgan Wood,5.0
DE-092,Jeremy Medina,Morgan Wood,3.5
DE-084,Brandy Bullock,Morgan Wood,5.25
ST-003,Elizabeth Green,Mr. Chad Carr,4.5
DE-073,Carolyn Brown,Mr. Chad Carr,4.75
DS-063,Sara Le,Mr. Ethan Lewis,5.25
ST-046,Renee Smith,Mr. Ethan Lewis,5.0
UI-074,Kevin Stewart,Mr. Frank Lewis,7.5
DS-075,Ronald Tanner,Mr. Frank Lewis,6.0
DS-080,Ricardo Anderson,Mr. Jermaine Sutton,3.25
UI-024,Cathy Francis,Mr. Jermaine Sutton,4.0
DE-073,Carolyn Brown,Mr. Michael Riddle,5.5
DS-080,Ricardo Anderson,Mr. Michael Riddle,6.5
FS-042,Cassandra Fuentes,Mr. Michael Riddle,3.0
ST-094,Debra Martinez,Mr. Timothy Miller Jr.,5.75
ST-038,Joan Armstrong,Mr. Timothy Miller Jr.,4.5
FS-035,William Ward,Mr. Timothy Miller Jr.,6.25
DE-097,Lisa Jackson,Mr. Timothy Miller Jr.,7.0
DS-080,Ricardo Anderson,Mr. Timothy Miller Jr.,6.5
UI-079,Steve Lopez,Mrs. Angela Gibbs,4.75
FS-067,Ronald Tanner,Mrs. Kelly Williams,5.75
DE-092,Jeremy Medina,Mrs. Kelly Williams,4.25
ST-046,Renee Smith,Mrs. Mary Johnson,6.25
ST-038,Joan Armstrong,Mrs. Melissa Anderson,6.75
FS-062,Megan Simpson,Mrs. Melissa Anderson,5.5
UI-077,Kelly Rodriguez Jr.,Mrs. Melissa Anderson,8.25
FS-100,Nicholas Lewis,Nancy Huff,6.5
DE-092,Jeremy Medina,Nancy Nolan,7.75
DS-056,Scott Neal,Nancy Nolan,4.0
FS-012,Shawn Lowe,Natalie Mckenzie,5.0
DE-069,Jesus Carter,Natalie Mckenzie,5.5
ST-072,Paul Andersen,Natalie Miller,4.5
DS-075,Ronald Tanner,Natalie Miller,4.75
FS-041,Roberto Daniel,Natalie Perkins,2.75
DE-069,Jesus Carter,Natalie Turner,7.0
DE-048,Jared Williamson,Natalie Turner,2.25
DS-057,Daniel Hopkins,Nathan Henderson,3.75
ST-043,Ms. Kara Smith,Nathan Hernandez,4.0
FS-035,William Ward,Nathan Hernandez,3.25
UI-065,Steven Estes,Nathan Thompson,5.75
DS-054,Carrie Mathis,Nathan Thompson,5.0
FS-095,Emily Mckay,Nathan Thompson,5.75
FS-035,William Ward,Nathaniel Jordan,4.75
UI-039,Leslie Holland,Nicholas Brooks PhD,5.25
ST-031,David Flores,Nicholas Brooks PhD,4.25
DS-075,Ronald Tanner,Nicholas Horne,3.75
DS-089,Ms. Kara Smith,Nicole Brandt,7.0
ST-013,Peter Rowland,Nicole Brandt,5.5
FS-062,Megan Simpson,Nicole Brandt,4.5
DE-069,Jesus Carter,Nicole Brandt,5.0
UI-093,Christine Marshall,Nicole Brandt,3.5
ST-031,David Flores,Nicole Brandt,5.75
UI-093,Christine Marshall,Nicole Castillo,5.0
UI-079,Steve Lopez,Nicole Deleon,6.25
FS-040,Daniel Hopkins,Nicole Deleon,4.0
ST-003,Elizabeth Green,Nicole Deleon,6.75
ST-090,Charles Smith,Nicole Deleon,4.5
DS-056,Scott Neal,Nicole Hamilton,6.25
DS-080,Ricardo Anderson,Nicole Hamilton,5.5
ST-052,James Taylor,Nicole Hamilton,3.5
DS-089,Ms. Kara Smith,Nicole Hamilton,8.0
DE-025,Ariana Stevens,Nicole Hamilton,7.25
DE-083,Jonathan Stone,Nicole Hamilton,4.25
DS-018,Amanda Goodman,Nicole Montoya,6.25
DE-011,Brittany Ramirez,Nicole Norton,3.0
FS-067,Ronald Tanner,Nicole Wilson,5.5
DS-098,Katie Davidson,Nicole Wilson,6.75
DE-086,Jonathan Stone,Omar Frost,7.0
DE-092,Jeremy Medina,Oscar Gibson,4.5
DS-063,Sara Le,Oscar Gibson,6.0
FS-045,Sheena Maxwell,Oscar Gibson,4.75
UI-077,Kelly Rodriguez Jr.,Oscar Gibson,7.75
ST-008,Marc Martinez,Paige Wilson,5.0
FS-040,Daniel Hopkins,Paige Wilson,3.75
ST-094,Debra Martinez,Pamela Graves,5.25
DE-053,Jennifer Petty,Pamela Graves,6.5
FS-012,Shawn Lowe,Pamela Graves,5.25
ST-008,Marc Martinez,Pamela Vaughan,4.5
DS-018,Amanda Goodman,Pamela Vaughan,2.75
DS-089,Ms. Kara Smith,Pamela Vaughan,5.25
FS-001,Theresa Dixon,Pamela Vaughan,5.75
DE-064,Tina Chen DVM,Pamela Vaughan,5.0
DS-054,Carrie Mathis,Patricia Johnson,4.5
FS-095,Emily Mckay,Patricia Johnson,6.25
UI-015,Jeremy Medina,Patricia Johnson,6.0
DE-011,Brittany Ramirez,Patrick Johnston,3.25
ST-027,Kevin Holt,Patrick Simpson,4.0
ST-094,Debra Martinez,Patrick Sims,3.75
ST-004,George Hill,Patrick Sims,3.75
UI-049,Brandy Bullock,Patrick Sims,5.75
DS-063,Sara Le,Patrick Sims,4.0
ST-072,Paul Andersen,Patrick Sims,4.0
DS-034,Lindsay Smith,Patrick Sims,2.0
DE-048,Jared Williamson,Paul Daniels,4.5
DS-063,Sara Le,Paul Hammond,3.5
FS-100,Nicholas Lewis,Paul Hammond,5.0
FS-019,Mary Ortiz,Paul Mitchell,7.25
UI-010,Renee Smith,Paul Mitchell,5.75
FS-047,Lisa Jackson,Paul Mitchell,3.75
FS-078,George Benjamin,Paula Henry,4.5
ST-091,David Flores,Paula Henry,7.25
FS-040,Daniel Hopkins,Paula Morse,3.5
FS-041,Roberto Daniel,Paula Morse,5.75
FS-017,Jessica Wilkinson,Paula Morse,4.75
ST-022,Cassandra Ortega,Pedro Adams,1.5
ST-022,Cassandra Ortega,Penny Gomez,4.0
ST-014,Alyssa Gibson,Penny Gomez,6.75
FS-061,Megan Simpson,Penny Gomez,3.25
FS-041,Roberto Daniel,Penny Gomez,5.75
ST-014,Alyssa Gibson,Peter Moyer,1.5
DE-084,Brandy Bullock,Peter Moyer,4.5
ST-022,Cassandra Ortega,Peter Moyer,6.0
DS-089,Ms. Kara Smith,Peter Moyer,6.0
FS-032,Jeremy Medina,Peter Moyer,3.75
UI-093,Christine Marshall,Peter Ramirez,4.0
UI-087,Mark Jenkins,Rachel Davenport,2.0
ST-014,Alyssa Gibson,Rachel Davenport,6.25
ST-091,David Flores,Rachel Davenport,5.25
DE-086,Jonathan Stone,Rachel Davenport,5.5
FS-021,Juan Coleman,Rachel Jordan,4.0
DE-082,Rhonda Miller,Rachel Palmer,4.75
UI-074,Kevin Stewart,Rachel Palmer,3.5
UI-049,Brandy Bullock,Rachel Wright,4.0
DE-097,Lisa Jackson,Rachel Wright,5.75
UI-010,Renee Smith,Rachel Wright,5.0
DE-025,Ariana Stevens,Randall Alvarado,5.25
FS-040,Daniel Hopkins,Randall Rich,4.5
DS-028,Anna Howell,Randall Rich,7.75
DS-018,Amanda Goodman,Randall Rich,7.5
UI-036,Jeremy Medina,Randall Rich,5.5
DE-092,Jeremy Medina,Randall Rich,4.75
ST-070,Elizabeth Blake MD,Randy Chen,6.25
DE-084,Brandy Bullock,Randy Myers,5.25
FS-042,Cassandra Fuentes,Randy Myers,7.0
ST-070,Elizabeth Blake MD,Randy Myers,2.5
DE-082,Rhonda Miller,Rebecca Frost,5.25
FS-021,Juan Coleman,Rebecca Smith,4.75
UI-010,Renee Smith,Renee Adams,4.25
FS-051,Jared Ortiz,Renee Johnson,3.5
FS-016,Christopher Bass,Renee Johnson,3.5
FS-001,Theresa Dixon,Renee Matthews,5.25
FS-100,Nicholas Lewis,Rhonda Lee,4.5
DE-069,Jesus Carter,Richard Cantrell,6.75
ST-072,Paul Andersen,Richard Cantrell,5.75
DS-063,Sara Le,Richard Ellison,4.75
FS-040,Daniel Hopkins,Richard Hansen,3.25
DS-033,Steven Todd,Richard Hansen,4.25
ST-002,Brooke Costa,Richard Hansen,7.0
FS-019,Mary Ortiz,Richard Hayes,6.0
ST-072,Paul Andersen,Richard Hayes,7.0
FS-066,Jared Ortiz,Richard Hayes,3.0
UI-015,Jeremy Medina,Richard Hayes,3.75
UI-093,Christine Marshall,Richard Ortega,3.5
ST-072,Paul Andersen,Robert Edwards,7.0
UI-015,Jeremy Medina,Robert Edwards,5.75
UI-065,Steven Estes,Robert Garcia,5.5
UI-050,Edward Smith,Robert Hoffman,5.5
FS-016,Christopher Bass,Robert Hoffman,1.25
UI-049,Brandy Bullock,Robert Hogan,6.75
ST-014,Alyssa Gibson,Robert Johnson,5.25
DS-089,Ms. Kara Smith,Robert Johnson,5.0
DE-097,Lisa Jackson,Robert Miller,7.0
ST-094,Debra Martinez,Robert Miller,5.25
ST-023,Leslie Holland,Robert Olson,6.5
DE-048,Jared Williamson,Robert Olson,5.75
FS-016,Christopher Bass,Robert Reed,5.0
DS-063,Sara Le,Rodney Gamble,3.0
ST-003,Elizabeth Green,Ronald Brown,5.75
DS-030,Steve Lopez,Ronald Brown,4.0
FS-100,Nicholas Lewis,Ronald Brown,5.0
DE-092,Jeremy Medina,Ronald Brown,4.0
DS-089,Ms. Kara Smith,Ronald Ellis,5.0
FS-088,Thomas Howe,Ronald Ellis,5.75
UI-065,Steven Estes,Ronald Ellis,4.0
FS-066,Jared Ortiz,Ronald Hunter,4.25
DE-082,Rhonda Miller,Ronald Valdez,7.5
ST-085,Jesus Carter,Ronald Valdez,5.0
FS-051,Jared Ortiz,Russell Garcia,3.5
UI-015,Jeremy Medina,Russell Garcia,5.75
ST-008,Marc Martinez,Ruth Moody,4.5
UI-049,Brandy Bullock,Ruth Moody,6.25
FS-062,Megan Simpson,Ruth Moody,6.25
DS-075,Ronald Tanner,Ryan Jones,4.75
ST-081,Reginald Smith,Ryan Jones,5.5
ST-070,Elizabeth Blake MD,Ryan Stevens,8.25
FS-001,Theresa Dixon,Samantha Buckley,5.75
FS-062,Megan Simpson,Samantha Horton,3.75
UI-036,Jeremy Medina,Samantha Horton,5.5
DE-025,Ariana Stevens,Samantha Horton,5.25
UI-055,Charles Smith,Samantha Horton,5.0
UI-015,Jeremy Medina,Samantha Horton,5.5
DS-075,Ronald Tanner,Samantha Horton,3.0
FS-042,Cassandra Fuentes,Samantha Palmer,1.5
ST-046,Renee Smith,Samantha Palmer,5.75
FS-067,Ronald Tanner,Samantha Palmer,3.75
UI-050,Edward Smith,Samuel Castro,5.5
DS-089,Ms. Kara Smith,Samuel Cole,6.5
DS-075,Ronald Tanner,Samuel Cole,5.5
ST-046,Renee Smith,Samuel Cole,5.0
FS-019,Mary Ortiz,Samuel Cole,5.75
FS-051,Jared Ortiz,Samuel Cole,3.0
DS-080,Ricardo Anderson,Samuel Cole,6.25
DE-092,Jeremy Medina,Samuel Thomas,5.5
DS-075,Ronald Tanner,Samuel Wood,2.75
FS-062,Megan Simpson,Samuel Wood,5.25
FS-095,Emily Mckay,Samuel Wood,4.25
ST-052,James Taylor,Samuel Wood,6.5
ST-004,George Hill,Sandra Collins,3.5
DE-083,Jonathan Stone,Sandra Collins,4.25
UI-050,Edward Smith,Sandra Collins,6.0
FS-068,Cassandra Fuentes,Sandra Collins,6.75
UI-024,Cathy Francis,Sandra Gomez,3.5
DS-089,Ms. Kara Smith,Sandra Gomez,6.5
DE-082,Rhonda Miller,Sandra Gomez,6.5
UI-024,Cathy Francis,Sara Scott,8.25
DS-018,Amanda Goodman,Sarah Campbell,5.75
UI-079,Steve Lopez,Sarah Campbell,5.5
DS-037,Edward Smith,Sarah Goodman,3.0
UI-079,Steve Lopez,Sarah Goodman,4.5
ST-014,Alyssa Gibson,Sarah Owen,3.75
DE-009,Jennifer Fleming,Sarah Owen,5.0
UI-076,April Brown,Sarah Rogers,5.75
FS-062,Megan Simpson,Sarah Rogers,5.25
UI-093,Christine Marshall,Sarah Rogers,4.5
DE-011,Brittany Ramirez,Sarah Rogers,7.5
ST-043,Ms. Kara Smith,Sarah Smith,6.0
DS-075,Ronald Tanner,Sarah Tucker,6.0
DE-082,Rhonda Miller,Sarah Williams PhD,3.75
UI-079,Steve Lopez,Sarah Young,4.25
FS-062,Megan Simpson,Scott Alvarez,6.25
ST-070,Elizabeth Blake MD,Scott Boyd,2.75
DS-018,Amanda Goodman,Scott Figueroa,6.75
FS-068,Cassandra Fuentes,Scott Figueroa,2.75
DS-056,Scott Neal,Scott Williams,4.0
UI-049,Brandy Bullock,Scott Williams,7.25
FS-001,Theresa Dixon,Sean Blackwell,6.0
DE-086,Jonathan Stone,Sean Brooks,6.5
ST-014,Alyssa Gibson,Sean Brooks,5.25
FS-095,Emily Mckay,Sean Brooks,4.75
UI-074,Kevin Stewart,Sean Brooks,5.75
DS-098,Katie Davidson,Sean Gonzales,2.75
UI-093,Christine Marshall,Sean Gonzales,5.5
UI-049,Brandy Bullock,Sean Gonzales,5.75
UI-074,Kevin Stewart,Sean Gonzales,8.0
FS-040,Daniel Hopkins,Seth Coffey PhD,5.0
ST-022,Cassandra Ortega,Seth Coffey PhD,7.5
ST-003,Elizabeth Green,Seth Coffey PhD,5.75
FS-062,Megan Simpson,Seth Coffey PhD,4.25
DE-073,Carolyn Brown,Seth Coffey PhD,5.25
UI-077,Kelly Rodriguez Jr.,Seth Coffey PhD,4.75
FS-045,Sheena Maxwell,Seth Zavala,2.25
UI-087,Mark Jenkins,Seth Zavala,4.5
ST-081,Reginald Smith,Shane Li,5.5
DE-086,Jonathan Stone,Shannon Wong,7.0
DS-054,Carrie Mathis,Shannon Wong,3.75
DS-080,Ricardo Anderson,Sharon Lawrence,6.25
UI-010,Renee Smith,Sharon Lawrence,3.25
DE-009,Jennifer Fleming,Shawn Allen,5.5
FS-040,Daniel Hopkins,Shawn Allen,7.25
DE-092,Jeremy Medina,Shawn Daniels,3.75
DE-086,Jonathan Stone,Shawn Daniels,5.75
DS-033,Steven Todd,Shawn Dunn,7.25
ST-094,Debra Martinez,Shawn Dunn,5.75
ST-046,Renee Smith,Shawn Larson,4.5
ST-004,George Hill,Shawn Larson,4.5
ST-027,Kevin Holt,Shawn Larson,4.5
ST-052,James Taylor,Sheila Ramirez,4.25
FS-001,Theresa Dixon,Shelley Walker,4.75
ST-052,James Taylor,Shelley Walker,3.75
DS-030,Steve Lopez,Shelley Walker,6.5
ST-004,George Hill,Shelley Walker,6.0
DE-029,Steven Estes,Shelley Walker,5.0
UI-099,Thomas Matthews,Sheri Chaney,4.0
ST-090,Charles Smith,Sherri Meyers,5.0
FS-066,Jared Ortiz,Shirley Miles,6.5
DS-054,Carrie Mathis,Shirley Miles,6.5
FS-001,Theresa Dixon,Shirley Miles,2.5
ST-003,Elizabeth Green,Shirley Miles,7.0
ST-043,Ms. Kara Smith,Shirley Miles,5.25
FS-017,Jessica Wilkinson,Shirley Miles,6.25
ST-085,Jesus Carter,Sonya Lane,7.0
DE-064,Tina Chen DVM,Sonya Lane,5.75
FS-062,Megan Simpson,Sonya Lane,6.0
DS-063,Sara Le,Sonya Lane,3.5
UI-049,Brandy Bullock,Stephanie Davis,4.5
ST-008,Marc Martinez,Stephanie Mcmillan,3.25
ST-072,Paul Andersen,Stephanie Perez,6.75
FS-061,Megan Simpson,Stephanie Perez,3.75
ST-094,Debra Martinez,Stephen Powell,6.5
DE-025,Ariana Stevens,Stephen Smith,4.0
ST-008,Marc Martinez,Stephen Smith,7.75
DE-006,Keith Roberson,Steve Benson,2.0
ST-027,Kevin Holt,Steven Butler,3.5
FS-017,Jessica Wilkinson,Steven Butler,2.25
FS-040,Daniel Hopkins,Steven Butler,5.25
DS-080,Ricardo Anderson,Steven Butler,3.25
UI-010,Renee Smith,Steven Martin,4.75
DS-018,Amanda Goodman,Steven Rodriguez,4.0
UI-024,Cathy Francis,Stuart Villegas,4.75
DS-054,Carrie Mathis,Stuart Villegas,3.0
ST-091,David Flores,Stuart Villegas,3.75
FS-068,Cassandra Fuentes,Susan Adams,2.25
DS-030,Steve Lopez,Susan Adams,3.5
DE-097,Lisa Jackson,Susan Adams,6.25
UI-055,Charles Smith,Susan Lopez,2.75
UI-074,Kevin Stewart,Susan Lopez,6.75
ST-008,Marc Martinez,Susan Lopez,3.75
DE-006,Keith Roberson,Susan Lopez,8.5
ST-003,Elizabeth Green,Susan Smith,4.25
DE-069,Jesus Carter,Susan Valenzuela,3.25
FS-100,Nicholas Lewis,Susan Valenzuela,5.75
DS-020,Dylan Lawson,Tammy Bowers,7.25
ST-081,Reginald Smith,Tammy Bowers,3.5
FS-017,Jessica Wilkinson,Tammy Castillo,4.0
DE-025,Ariana Stevens,Tammy Castillo,5.25
FS-021,Juan Coleman,Tammy Wade,5.25
UI-049,Brandy Bullock,Tammy Wade,4.25
ST-008,Marc Martinez,Tammy Wade,3.75
FS-095,Emily Mckay,Tanya Good,4.0
DS-054,Carrie Mathis,Taylor Cox,7.0
FS-045,Sheena Maxwell,Taylor Cox,6.0
DE-029,Steven Estes,Teresa Myers,2.25
ST-004,George Hill,Teresa Myers,6.25
DS-075,Ronald Tanner,Teresa Myers,4.0
DS-063,Sara Le,Teresa Myers,1.75
DS-054,Carrie Mathis,Terri Morales,4.0
DS-028,Anna Howell,Terri Morales,4.75
FS-017,Jessica Wilkinson,Terri Smith,7.0
UI-079,Steve Lopez,Terri Smith,4.5
DS-057,Daniel Hopkins,Terri Smith,5.0
ST-014,Alyssa Gibson,Terri Smith,3.75
FS-026,Teresa Bentley,Terri Smith,3.25
DE-096,Anthony Bradford,Theresa Fletcher,6.5
DS-056,Scott Neal,Theresa Mcdonald,6.75
DS-018,Amanda Goodman,Theresa Mcdonald,2.25
DS-020,Dylan Lawson,Theresa Mcdonald,4.75
DE-009,Jennifer Fleming,Theresa Mcdonald,3.75
ST-022,Cassandra Ortega,Thomas Lindsey,5.0
FS-066,Jared Ortiz,Thomas Lindsey,5.75
FS-042,Cassandra Fuentes,Thomas Thompson,2.25
DE-006,Keith Roberson,Thomas Thompson,7.0
DS-034,Lindsay Smith,Thomas Wells,3.25
ST-008,Marc Martinez,Tiffany Hicks,3.0
DE-082,Rhonda Miller,Tiffany Powell,5.75
FS-035,William Ward,Tiffany Powell,3.75
DS-018,Amanda Goodman,Tiffany Powell,3.0
DE-048,Jared Williamson,Tiffany Powell,3.0
DE-083,Jonathan Stone,Tiffany Powell,4.75
ST-070,Elizabeth Blake MD,Tiffany Powell,5.25
DE-009,Jennifer Fleming,Tiffany Smith DDS,4.75
DS-020,Dylan Lawson,Tiffany Smith DDS,5.0
DE-092,Jeremy Medina,Tim Saunders,5.25
ST-094,Debra Martinez,Timothy Clark,5.25
DE-025,Ariana Stevens,Timothy Clark,4.25
FS-016,Christopher Bass,Timothy Fuentes,7.0
ST-004,George Hill,Timothy Fuentes,3.5
UI-039,Leslie Holland,Timothy Fuentes,6.5
DE-011,Brittany Ramirez,Timothy Hernandez,5.75
DE-025,Ariana Stevens,Timothy Hernandez,4.5
FS-042,Cassandra Fuentes,Timothy Hernandez,6.25
ST-072,Paul Andersen,Timothy Hernandez,7.75
FS-078,George Benjamin,Timothy Lewis,7.25
FS-100,Nicholas Lewis,Timothy Lewis,5.75
ST-072,Paul Andersen,Timothy Lewis,5.5
ST-022,Cassandra Ortega,Timothy Lewis,3.75
ST-004,George Hill,Timothy Lewis,2.75
UI-076,April Brown,Tina Rogers,5.25
DS-075,Ronald Tanner,Todd Kennedy,6.75
DS-028,Anna Howell,Todd Kennedy,6.0
DS-033,Steven Todd,Tony Smith,4.5
ST-003,Elizabeth Green,Tony Smith,4.0
FS-095,Emily Mckay,Tony Smith,2.0
UI-058,David Flores,Tracy Mcgee,2.25
DE-025,Ariana Stevens,Tracy Nielsen,6.5
UI-050,Edward Smith,Tracy Nielsen,4.0
ST-004,George Hill,Tracy Nielsen,4.75
DE-086,Jonathan Stone,Tracy Nielsen,4.5
DE-064,Tina Chen DVM,Troy Cross,6.0
UI-010,Renee Smith,Troy Cross,4.5
FS-068,Cassandra Fuentes,Troy Dunlap,2.25
DE-092,Jeremy Medina,Troy Dunlap,7.0
UI-024,Cathy Francis,Troy Dunlap,5.75
FS-001,Theresa Dixon,Troy Dunlap,6.75
FS-026,Teresa Bentley,Troy Dunlap,6.75
FS-088,Thomas Howe,Troy Jackson,4.0
UI-076,April Brown,Troy Jackson,4.25
ST-014,Alyssa Gibson,Troy Jackson,5.5
UI-036,Jeremy Medina,Troy Jackson,2.75
ST-043,Ms. Kara Smith,Troy Jackson,4.0
DS-020,Dylan Lawson,Tyler Daniels,4.0
FS-021,Juan Coleman,Tyler Daniels,4.5
ST-022,Cassandra Ortega,Tyler Daniels,3.75
DS-054,Carrie Mathis,Tyler Miranda,5.5
ST-022,Cassandra Ortega,Tyler Miranda,6.25
DS-098,Katie Davidson,Tyler Wade,3.0
DE-083,Jonathan Stone,Tyler Wade,6.25
FS-032,Jeremy Medina,Tyler Wade,2.75
DS-075,Ronald Tanner,Valerie Thompson,6.0
FS-066,Jared Ortiz,Valerie Thompson,3.5
DE-048,Jared Williamson,Valerie Thompson,5.75
UI-015,Jeremy Medina,Valerie Thompson,4.5
FS-019,Mary Ortiz,Valerie Williamson,4.25
DE-025,Ariana Stevens,Valerie Williamson,5.25
DE-084,Brandy Bullock,Vanessa Bailey,4.75
DE-029,Steven Estes,Vanessa Bailey,3.5
FS-100,Nicholas Lewis,Vanessa Charles,6.25
UI-010,Renee Smith,Vanessa Charles,5.5
FS-067,Ronald Tanner,Vanessa Charles,3.75
UI-065,Steven Estes,Vanessa Garcia,7.25
UI-093,Christine Marshall,Vanessa Kemp,4.5
FS-066,Jared Ortiz,Vanessa Kemp,2.5
FS-067,Ronald Tanner,Vanessa Kemp,4.0
FS-040,Daniel Hopkins,Vanessa Morris,2.25
DE-025,Ariana Stevens,Vanessa Morris,3.5
DE-097,Lisa Jackson,Veronica Martinez,4.0
FS-001,Theresa Dixon,Victor Young,4.75
UI-079,Steve Lopez,Victor Young,4.25
ST-070,Elizabeth Blake MD,Victor Young,6.25
DE-011,Brittany Ramirez,Victoria Kemp,7.0
ST-027,Kevin Holt,Victoria Kemp,7.25
DE-083,Jonathan Stone,Victoria Kemp,6.75
DS-063,Sara Le,Vincent Huang,4.25
ST-091,David Flores,Vincent Huang,5.25
ST-043,Ms. Kara Smith,Vincent Johnson,3.75
UI-010,Renee Smith,Vincent Johnson,6.25
UI-049,Brandy Bullock,Wayne Williams,4.5
UI-039,Leslie Holland,Wayne Williams,5.5
ST-038,Joan Armstrong,Wendy Thompson,5.5
DE-048,Jared Williamson,Wendy Thompson,3.25
ST-008,Marc Martinez,Wendy Thompson,6.0
ST-081,Reginald Smith,Wendy Thompson,2.75
DE-025,Ariana Stevens,Wesley Brown,4.0
FS-100,Nicholas Lewis,Wesley Russell,5.75
ST-043,Ms. Kara Smith,Wesley Russell,3.5
ST-052,James Taylor,Wesley Smith,6.75
DE-064,Tina Chen DVM,Wesley Smith,4.5
UI-065,Steven Estes,Wesley Williams,3.0
ST-014,Alyssa Gibson,Wesley Williams,7.25
ST-091,David Flores,Wesley Williams,3.75
ST-013,Peter Rowland,Whitney Arnold,7.5
ST-022,Cassandra Ortega,Whitney Hicks,4.25
UI-055,Charles Smith,Whitney Hicks,3.0
UI-077,Kelly Rodriguez Jr.,Whitney Hicks,7.0
UI-079,Steve Lopez,William Booth,3.5
ST-072,Paul Andersen,William Booth,2.75
ST-031,David Flores,William Fisher,4.75
DS-075,Ronald Tanner,William Fisher,3.75
DS-018,Amanda Goodman,William Fisher,3.5
UI-093,Christine Marshall,William Horton,6.5
ST-094,Debra Martinez,William Murphy,1.5
DE-029,Steven Estes,William Murphy,6.75
DE-083,Jonathan Stone,William Murphy,5.75
ST-014,Alyssa Gibson,William Murphy,5.25
FS-017,Jessica Wilkinson,William Murphy,6.75
ST-072,Paul Andersen,William Murphy,1.5
FS-095,Emily Mckay,William Murphy,5.25
FS-067,Ronald Tanner,William Murphy,3.75
UI-050,Edward Smith,William Murphy,5.25
ST-046,Renee Smith,William Reyes,7.0
ST-008,Marc Martinez,William Reyes,5.5
FS-095,Emily Mckay,William Reyes,5.25
ST-004,George Hill,William Reyes,7.0
FS-100,Nicholas Lewis,Yvonne Santos,4.25
DS-054,Carrie Mathis,Zachary Bennett,6.5
ST-023,Leslie Holland,Zachary Bennett,4.0
DS-089,Ms. Kara Smith,Zachary Brown,6.25
DE-097,Lisa Jackson,Zachary Garcia,4.75
